Datum,Uhrzeit,Druck (bar),Heizöl (Liter),IST Rücklauf (°C),IST Vorlauf (°C)
2020-01-23,06:32:00,1.5550,762.4550,54.2400,69.0250
2020-01-23,06:33:00,1.6400,762.5480,54.7940,69.5990
2020-01-23,06:34:00,1.6550,763.6510,55.9250,69.9310
2020-01-23,06:35:00,1.5280,762.4170,57.1550,68.5370
2020-01-23,06:36:00,1.3870,763.6890,58.0370,65.0360
2020-01-23,06:37:00,1.2610,763.6510,58.3760,62.5120
2020-01-23,06:38:00,1.2360,763.8380,57.7530,61.1030
2020-01-23,06:39:00,1.2990,762.4170,56.6470,63.2250
2020-01-23,06:40:00,1.3890,762.3240,55.2560,66.4470
2020-01-23,06:41:00,1.4890,762.4170,54.2130,68.3950
2020-01-23,06:42:00,1.5820,761.5570,54.3620,69.2910
2020-01-23,06:43:00,1.6720,762.2300,55.0900,69.7650
2020-01-23,06:44:00,1.5990,760.9590,56.3640,69.7870
2020-01-23,06:45:00,1.4680,761.0900,57.4750,67.1500
2020-01-23,06:46:00,1.3340,760.8650,58.2170,63.9420
2020-01-23,06:47:00,1.2070,762.2860,58.2640,61.8450
2020-01-23,06:48:00,1.2540,761.1460,57.3680,61.3670
2020-01-23,06:49:00,1.3310,762.3240,56.0570,64.6970
2020-01-23,06:50:00,1.4280,761.5570,54.6720,67.5210
2020-01-23,06:51:00,1.5240,759.5940,54.1840,68.8570
2020-01-23,06:52:00,1.6130,759.7620,54.6330,69.5940
2020-01-23,06:53:00,1.6710,759.7620,55.6170,69.8700
2020-01-23,06:54:00,1.5430,759.8180,56.8770,69.1740
2020-01-23,06:55:00,1.4130,759.6310,57.7630,65.8100
2020-01-23,06:56:00,1.2840,758.4900,58.4080,62.8780
2020-01-23,06:57:00,1.2160,760.1360,57.9390,61.3520
2020-01-23,06:58:00,1.2810,758.3970,56.9500,62.6800
2020-01-23,06:59:00,1.3680,759.7240,55.5170,65.9570
2020-01-23,07:00:00,1.4690,759.8180,54.2080,68.1760
2020-01-23,07:01:00,1.5720,757.1250,54.3060,69.0670
2020-01-23,07:02:00,1.6540,757.1250,54.9020,69.6110
2020-01-23,07:03:00,1.6530,756.9010,56.1660,69.8850
2020-01-23,07:04:00,1.5200,757.1250,57.2630,68.3930
2020-01-23,07:05:00,1.3990,757.1250,58.1490,64.9730
2020-01-23,07:06:00,1.2620,756.9380,58.5880,62.5000
2020-01-23,07:07:00,1.2500,757.0320,57.9680,61.2150
2020-01-23,07:08:00,1.3220,758.3030,56.8450,63.3880
2020-01-23,07:09:00,1.4110,759.7240,55.4540,66.8350
2020-01-23,07:10:00,1.5100,755.8910,54.5110,68.5790
2020-01-23,07:11:00,1.6080,755.9280,54.7330,69.5360
2020-01-23,07:12:00,1.6930,754.7500,55.4880,69.8800
2020-01-23,07:13:00,1.5800,755.8350,56.7110,69.6040
2020-01-23,07:14:00,1.4600,755.8350,57.7680,66.4720
2020-01-23,07:15:00,1.3450,757.2190,58.5250,63.3610
2020-01-23,07:16:00,1.2640,755.8910,59.0010,61.7230
2020-01-23,07:17:00,1.3330,757.1250,58.3490,62.0940
2020-01-23,07:18:00,1.4300,757.2560,57.0970,65.8910
2020-01-23,07:19:00,1.5400,755.8350,55.7000,68.5690
2020-01-23,07:20:00,1.6340,755.8350,55.5850,69.9210
2020-01-23,07:21:00,1.6880,754.4700,55.5780,70.6150
2020-01-23,07:22:00,1.5560,754.5630,56.5790,69.5940
2020-01-23,07:23:00,1.4280,754.5630,57.9510,65.8690
2020-01-23,07:24:00,1.2960,757.0690,58.7280,62.8660
2020-01-23,07:25:00,1.2290,754.6570,58.2930,61.4080
2020-01-23,07:26:00,1.2850,754.6940,57.2410,62.5390
2020-01-23,07:27:00,1.3760,753.4230,55.8250,65.9960
2020-01-23,07:28:00,1.4690,750.7670,54.4790,68.2030
2020-01-23,07:29:00,1.5620,753.2920,54.3990,69.2180
2020-01-23,07:30:00,1.6460,750.8610,54.9920,69.7310
2020-01-23,07:31:00,1.6010,753.2920,56.1590,69.8140
2020-01-23,07:32:00,1.4710,753.2920,57.3770,67.5560
2020-01-23,07:33:00,1.3400,753.2360,58.1760,64.0550
2020-01-23,07:34:00,1.2180,753.3850,58.2780,62.0330
2020-01-23,07:35:00,1.2390,753.3850,57.5090,61.1370
2020-01-23,07:36:00,1.3240,753.1980,56.2910,64.4060
2020-01-23,07:37:00,1.4320,753.4230,54.8380,67.2430
2020-01-23,07:38:00,1.5390,751.9080,54.9920,68.8130
2020-01-23,07:39:00,1.6470,753.2360,55.5630,69.6090
2020-01-23,07:40:00,1.7020,750.8230,56.4450,70.3410
2020-01-23,07:41:00,1.5770,750.6920,57.7780,69.2160
2020-01-23,07:42:00,1.4560,750.7300,58.9960,65.8080
2020-01-23,07:43:00,1.3370,750.6360,59.6380,63.3170
2020-01-23,07:44:00,1.2720,749.3090,59.2870,62.0330
2020-01-23,07:45:00,1.3410,750.5990,58.2860,63.1150
2020-01-23,07:46:00,1.4500,748.1680,56.8010,66.6430
2020-01-23,07:47:00,1.5620,749.3090,55.7120,68.9110
2020-01-23,07:48:00,1.6700,748.2240,55.8640,70.1970
2020-01-23,07:49:00,1.6730,749.4580,56.5940,70.6830
2020-01-23,07:50:00,1.5630,749.3090,57.9440,68.7230
2020-01-23,07:51:00,1.4500,749.5520,59.2700,65.1780
2020-01-23,07:52:00,1.3230,749.3650,59.9020,63.0540
2020-01-23,07:53:00,1.2870,750.7670,59.2080,61.9160
2020-01-23,07:54:00,1.3610,749.4960,58.1170,63.7010
2020-01-23,07:55:00,1.4730,748.4860,56.6500,67.2020
2020-01-23,07:56:00,1.5830,749.3650,55.6760,69.3010
2020-01-23,07:57:00,1.6980,748.1300,56.0370,70.2970
2020-01-23,07:58:00,1.6510,748.2240,56.9010,70.6220
2020-01-23,07:59:00,1.5350,748.2610,58.2690,67.8750
2020-01-23,08:00:00,1.4160,746.8400,59.4380,64.6140
2020-01-23,08:01:00,1.2930,748.1300,59.8020,62.7190
2020-01-23,08:02:00,1.3000,746.1670,58.9520,61.7670
2020-01-23,08:03:00,1.3870,748.1300,57.7880,64.5720
2020-01-23,08:04:00,1.4960,746.9340,56.3620,67.7170
2020-01-23,08:05:00,1.6090,746.4290,55.6560,69.6140
2020-01-23,08:06:00,1.7250,746.7650,56.1100,70.4580
2020-01-23,08:07:00,1.6190,746.8400,57.1770,70.3390
2020-01-23,08:08:00,1.5000,747.5880,58.4690,67.0280
2020-01-23,08:09:00,1.3820,746.8400,59.6260,63.9080
2020-01-23,08:10:00,1.2600,748.1680,59.6700,62.3650
2020-01-23,08:11:00,1.3060,746.8400,58.7520,61.9750
2020-01-23,08:12:00,1.4000,746.8960,57.3330,65.3900
2020-01-23,08:13:00,1.5080,745.6620,55.9790,68.3540
2020-01-23,08:14:00,1.6230,745.6620,55.6390,69.8210
2020-01-23,08:15:00,1.7120,746.8030,56.1930,70.5340
2020-01-23,08:16:00,1.6240,745.5690,57.4380,69.7140
2020-01-23,08:17:00,1.5250,744.3340,59.7770,66.3790
2020-01-23,08:18:00,1.4220,744.3900,60.7590,63.9160
2020-01-23,08:19:00,1.3250,746.8960,60.5930,62.7490
2020-01-23,08:20:00,1.4000,746.7650,59.7160,62.9150
2020-01-23,08:21:00,1.5130,744.4280,58.3950,66.7130
2020-01-23,08:22:00,1.6430,745.6620,57.1060,69.3770
2020-01-23,08:23:00,1.7740,744.2030,57.0890,70.9100
2020-01-23,08:24:00,1.7130,744.2970,57.9050,71.1570
2020-01-23,08:25:00,1.6080,744.2410,59.3110,68.2420
2020-01-23,08:26:00,1.5030,744.2410,60.8440,65.0750
2020-01-23,08:27:00,1.3930,744.2970,61.2400,63.4640
2020-01-23,08:28:00,1.3640,743.1000,60.5170,62.7830
2020-01-23,08:29:00,1.4570,742.0530,59.3700,64.6410
2020-01-23,08:30:00,1.5810,742.9690,57.8750,68.1030
2020-01-23,08:31:00,1.7090,741.7720,57.0870,70.3830
2020-01-23,08:32:00,1.7580,742.4270,57.5730,71.3790
2020-01-23,08:33:00,1.6650,741.7720,58.6050,70.1220
2020-01-23,08:34:00,1.5630,741.7720,60.0650,66.5470
2020-01-23,08:35:00,1.4510,741.7720,61.2350,64.1430
2020-01-23,08:36:00,1.3440,744.2970,60.9880,63.0410
2020-01-23,08:37:00,1.3970,744.3340,60.1070,62.8320
2020-01-23,08:38:00,1.5020,743.0070,58.6250,66.3910
2020-01-23,08:39:00,1.6270,740.4630,57.1550,69.2300
2020-01-23,08:40:00,1.7540,741.6980,57.0040,70.8810
2020-01-23,08:41:00,1.6960,740.3700,57.7000,71.1350
2020-01-23,08:42:00,1.5930,740.3140,58.9810,68.3470
2020-01-23,08:43:00,1.4790,741.8290,60.3780,65.0410
2020-01-23,08:44:00,1.3710,740.3700,60.9470,63.3440
2020-01-23,08:45:00,1.3370,740.4630,60.2360,62.4700
2020-01-23,08:46:00,1.4210,740.5570,59.0740,64.4010
2020-01-23,08:47:00,1.5390,741.8290,57.5800,67.7970
2020-01-23,08:48:00,1.6580,740.5570,56.5770,70.0560
2020-01-23,08:49:00,1.7390,740.3700,57.0260,71.1840
2020-01-23,08:50:00,1.6330,741.8290,57.8850,70.3320
2020-01-23,08:51:00,1.5260,739.8090,59.4360,66.6230
2020-01-23,08:52:00,1.4100,740.5940,60.6100,63.9960
2020-01-23,08:53:00,1.2970,740.4630,60.4900,62.7240
2020-01-23,08:54:00,1.3540,739.1730,59.4940,62.5410
2020-01-23,08:55:00,1.4530,740.4070,58.1560,65.9910
2020-01-23,08:56:00,1.5750,739.7720,56.6960,68.8010
2020-01-23,08:57:00,1.7000,740.3140,56.5300,70.5240
2020-01-23,08:58:00,1.6830,738.9110,57.1800,71.0470
2020-01-23,08:59:00,1.5800,740.5010,58.4830,68.7150
2020-01-23,09:00:00,1.4630,740.4070,59.9260,65.2730
2020-01-23,09:01:00,1.3540,739.1730,60.5850,63.2560
2020-01-23,09:02:00,1.3040,740.5010,60.0170,62.2970
2020-01-23,09:03:00,1.3930,739.0420,58.8910,63.8620
2020-01-23,09:04:00,1.4910,739.0800,57.3680,67.4530
2020-01-23,09:05:00,1.6230,739.0800,56.3520,69.6800
2020-01-23,09:06:00,1.7300,739.0420,56.7230,70.7560
2020-01-23,09:07:00,1.6390,738.8550,57.6310,70.4610
2020-01-23,09:08:00,1.5260,737.6770,59.0690,67.0870
2020-01-23,09:09:00,1.4120,737.7710,60.3120,64.1940
2020-01-23,09:10:00,1.3000,737.8080,60.4320,62.7850
2020-01-23,09:11:00,1.3330,740.0890,59.5600,62.2680
2020-01-23,09:12:00,1.4260,737.6770,58.1980,65.3780
2020-01-23,09:13:00,1.5460,737.8640,56.7300,68.5540
2020-01-23,09:14:00,1.6680,736.7050,56.3520,70.1750
2020-01-23,09:15:00,1.6890,735.4890,56.9450,71.0760
2020-01-23,09:16:00,1.5880,736.6670,58.1440,69.2430
2020-01-23,09:17:00,1.4730,736.4800,59.6770,65.7030
2020-01-23,09:18:00,1.3690,736.3490,60.5020,63.4760
2020-01-23,09:19:00,1.2930,736.5740,60.0750,62.4090
2020-01-23,09:20:00,1.3720,735.0780,59.0960,63.2470
2020-01-23,09:21:00,1.4750,736.3870,57.6870,66.8010
2020-01-23,09:22:00,1.6040,735.1150,56.5010,69.5700
2020-01-23,09:23:00,1.7250,735.3400,56.6960,70.6640
2020-01-23,09:24:00,1.6560,735.2460,57.5360,70.8690
2020-01-23,09:25:00,1.5500,734.1050,58.9590,67.7120
2020-01-23,09:26:00,1.4390,735.3400,60.2800,64.6240
2020-01-23,09:27:00,1.3280,735.2460,60.6610,63.0630
2020-01-23,09:28:00,1.3280,735.2090,59.8550,62.3190
2020-01-23,09:29:00,1.4150,735.3960,58.6250,64.8430
2020-01-23,09:30:00,1.5340,735.0220,57.1820,68.2220
2020-01-23,09:31:00,1.6590,734.8910,56.5030,70.0610
2020-01-23,09:32:00,1.7080,733.8810,56.9840,71.0710
2020-01-23,09:33:00,1.6080,734.0120,58.0780,69.6940
2020-01-23,09:34:00,1.4970,734.1620,59.6750,66.1470
2020-01-23,09:35:00,1.3880,733.5630,60.6120,63.7540
2020-01-23,09:36:00,1.2910,733.9370,60.3660,62.6040
2020-01-23,09:37:00,1.3550,733.9370,59.3720,62.7510
2020-01-23,09:38:00,1.4560,733.9750,57.9170,66.3420
2020-01-23,09:39:00,1.5830,733.2830,56.6430,69.1300
2020-01-23,09:40:00,1.7010,734.0120,56.6330,70.5510
2020-01-23,09:41:00,1.6620,731.4690,57.4020,70.9960
2020-01-23,09:42:00,1.5620,732.5160,58.7100,68.3390
2020-01-23,09:43:00,1.4510,732.5530,60.2170,64.8850
2020-01-23,09:44:00,1.3470,731.3190,60.7250,63.2270
2020-01-23,09:45:00,1.3150,733.8440,59.9730,62.3380
2020-01-23,09:46:00,1.4040,731.4690,58.8790,64.2060
2020-01-23,09:47:00,1.5160,731.2820,57.3600,67.7170
2020-01-23,09:48:00,1.6430,731.3750,56.4890,69.8360
2020-01-23,09:49:00,1.7130,730.1410,56.9720,70.9220
2020-01-23,09:50:00,1.6220,729.9170,57.9170,70.1730
2020-01-23,09:51:00,1.5110,731.2820,59.4620,66.6180
2020-01-23,09:52:00,1.4030,731.4130,60.5930,63.9890
2020-01-23,09:53:00,1.2960,731.3750,60.5290,62.7510
2020-01-23,09:54:00,1.3400,730.1780,59.6040,62.4630
2020-01-23,09:55:00,1.4390,730.7770,58.2880,65.8980
2020-01-23,09:56:00,1.5600,731.2440,56.8350,68.8300
2020-01-23,09:57:00,1.6770,730.1780,56.5470,70.4660
2020-01-23,09:58:00,1.6680,730.0850,57.2920,71.0620
2020-01-23,09:59:00,1.5680,730.0850,58.5300,68.6620
2020-01-23,10:00:00,1.4580,730.1410,60.0070,65.2560
2020-01-23,10:01:00,1.3490,731.5060,60.7730,63.3610
2020-01-23,10:02:00,1.2940,731.5060,60.1680,62.4630
2020-01-23,10:03:00,1.3730,729.9540,59.0400,63.6910
2020-01-23,10:04:00,1.4830,730.1780,57.5460,67.2580
2020-01-23,10:05:00,1.6050,728.8690,56.4790,69.6630
2020-01-23,10:06:00,1.7120,728.8130,56.7820,70.7880
2020-01-23,10:07:00,1.6210,728.4580,57.6580,70.4390
2020-01-23,10:08:00,1.5160,728.7760,59.1060,67.1380
2020-01-23,10:09:00,1.4050,728.6820,60.4390,64.1740
2020-01-23,10:10:00,1.2970,730.2350,60.5410,62.8830
2020-01-23,10:11:00,1.3240,728.8690,59.6140,62.2190
2020-01-23,10:12:00,1.4200,728.8130,58.4350,65.2410
2020-01-23,10:13:00,1.5380,728.8130,56.9620,68.4490
2020-01-23,10:14:00,1.6630,726.9060,56.5080,70.2310
2020-01-23,10:15:00,1.6750,727.5420,57.1430,71.0220
2020-01-23,10:16:00,1.5810,727.5420,58.3340,69.2080
2020-01-23,10:17:00,1.4710,727.6730,59.8310,65.6590
2020-01-23,10:18:00,1.3610,727.6350,60.6390,63.5130
2020-01-23,10:19:00,1.2810,727.6350,60.2050,62.4430
2020-01-23,10:20:00,1.3710,727.6350,59.1690,63.2320
2020-01-23,10:21:00,1.4980,727.4480,58.5470,66.8260
2020-01-23,10:22:00,1.6340,725.0170,57.3430,69.5750
2020-01-23,10:23:00,1.7610,725.1110,57.6660,71.1450
2020-01-23,10:24:00,1.6900,724.9800,58.5760,71.0200
2020-01-23,10:25:00,1.6040,726.3450,60.0970,67.8120
2020-01-23,10:26:00,1.4990,724.9800,61.5600,65.0290
2020-01-23,10:27:00,1.4020,726.3450,61.9500,63.8080
2020-01-23,10:28:00,1.3560,726.2510,61.1860,63.2050
2020-01-23,10:29:00,1.4510,726.3080,59.9360,64.5550
2020-01-23,10:30:00,1.5780,725.0170,58.6050,68.2290
2020-01-23,10:32:00,1.7450,724.8860,58.3170,71.6380
2020-01-23,10:33:00,1.6630,726.3450,59.3960,69.9290
2020-01-23,10:34:00,1.5650,724.8490,60.9590,66.4940
2020-01-23,10:35:00,1.4590,724.9800,62.0700,64.5330
2020-01-23,10:36:00,1.3640,725.1670,61.6990,63.5980
2020-01-23,10:37:00,1.3820,724.9800,60.7980,63.1390
2020-01-23,10:38:00,1.4900,723.7460,59.3960,66.0150
2020-01-23,10:39:00,1.6280,724.3440,58.1930,69.2160
2020-01-23,10:40:00,1.7650,723.1100,57.8830,71.1470
2020-01-23,10:41:00,1.7050,723.6520,58.7200,71.4030
2020-01-23,10:42:00,1.6230,722.3240,59.9750,68.5470
2020-01-23,10:43:00,1.5270,723.7080,61.5160,65.4950
2020-01-23,10:44:00,1.4200,723.6150,62.0580,64.0330
2020-01-23,10:45:00,1.3360,723.5210,61.4990,63.3470
2020-01-23,10:46:00,1.4180,722.3810,60.3410,63.7520
2020-01-23,10:47:00,1.5350,723.8020,58.9520,67.3160
2020-01-23,10:48:00,1.6730,721.0530,57.9320,70.0610
2020-01-23,10:49:00,1.7490,721.1460,58.1710,71.4590
2020-01-23,10:50:00,1.6690,722.4740,59.1350,70.6440
2020-01-23,10:51:00,1.5800,722.3240,60.6370,67.3160
2020-01-23,10:52:00,1.4810,722.4180,61.9500,64.8290
2020-01-23,10:53:00,1.3850,721.1090,61.9620,63.7470
2020-01-23,10:54:00,1.3590,722.3240,61.1450,63.2150
2020-01-23,10:55:00,1.4690,721.7820,59.8430,65.0390
2020-01-23,10:56:00,1.5990,721.2770,58.5570,68.5470
2020-01-23,10:57:00,1.7290,723.6520,57.8290,70.6660
2020-01-23,10:58:00,1.7170,719.5940,58.5690,71.4940
2020-01-23,10:59:00,1.6370,721.1840,59.6650,69.3820
2020-01-23,11:00:00,1.5400,721.1840,61.2230,66.1880
2020-01-23,11:01:00,1.4420,721.1090,62.1280,64.2960
2020-01-23,11:02:00,1.3460,721.0530,61.6890,63.5810
2020-01-23,11:03:00,1.3820,721.1460,60.6640,63.2420
2020-01-23,11:04:00,1.4960,720.9590,59.2910,66.4080
2020-01-23,11:05:00,1.6320,720.8660,58.1510,69.4280
2020-01-23,11:06:00,1.7610,719.7250,58.0220,71.2060
2020-01-23,11:07:00,1.6880,719.8750,58.8620,71.2400
2020-01-23,11:08:00,1.6010,718.3230,60.1410,68.0540
2020-01-23,11:09:00,1.5050,719.1830,61.6690,65.2120
2020-01-23,11:10:00,1.4040,719.6320,62.0210,63.9080
2020-01-23,11:11:00,1.3340,718.3230,61.3230,63.2860
2020-01-23,11:12:00,1.4180,718.3970,60.1630,64.0620
2020-01-23,11:13:00,1.5400,718.5470,58.8280,67.7530
2020-01-23,11:14:00,1.6860,717.0880,57.8390,70.1660
2020-01-23,11:15:00,1.7290,717.1260,58.2660,71.5520
2020-01-23,11:16:00,1.6560,718.5470,59.2210,70.2730
2020-01-23,11:17:00,1.5600,719.7810,60.7730,66.8230
2020-01-23,11:18:00,1.4600,718.4910,61.9550,64.5820
2020-01-23,11:19:00,1.3640,717.2190,61.8500,63.6350
2020-01-23,11:20:00,1.3540,719.8190,60.9590,63.1030
2020-01-23,11:21:00,1.4560,719.0520,59.6260,65.5170
2020-01-23,11:22:00,1.5930,717.2190,58.3200,68.8180
2020-01-23,11:23:00,1.7290,718.4910,57.8270,70.7860
2020-01-23,11:24:00,1.6990,718.3600,58.5880,71.4370
2020-01-23,11:25:00,1.6170,717.1260,59.7380,68.9670
2020-01-23,11:26:00,1.5180,717.3130,61.2690,65.7510
2020-01-23,11:27:00,1.4200,717.1820,62.0580,64.1570
2020-01-23,11:28:00,1.3260,717.0880,61.5180,63.4830
2020-01-23,11:29:00,1.3890,717.9860,60.4000,63.3830
2020-01-23,11:30:00,1.5000,717.1820,59.0350,66.7620
2020-01-23,11:31:00,1.6360,717.1820,57.9660,69.6090
2020-01-23,11:32:00,1.7440,717.0880,57.9100,71.2570
2020-01-23,11:33:00,1.6670,716.9950,58.9030,70.9790
2020-01-23,11:34:00,1.5760,715.9850,60.2530,67.6630
2020-01-23,11:35:00,1.4770,717.1820,61.7650,64.9920
2020-01-23,11:36:00,1.3810,715.9480,61.9840,63.7890
2020-01-23,11:37:00,1.3270,717.3130,61.1620,63.2980
2020-01-23,11:38:00,1.4220,716.0410,59.9070,64.3480
2020-01-23,11:39:00,1.5450,715.9850,58.5980,67.9730
2020-01-23,11:40:00,1.6830,714.5270,57.7270,70.3800
2020-01-23,11:41:00,1.7190,715.8540,58.3080,71.5130
2020-01-23,11:42:00,1.6320,716.0410,59.3400,69.8480
2020-01-23,11:43:00,1.5380,715.8540,60.8910,66.4010
2020-01-23,11:44:00,1.4330,715.3490,61.9310,64.4230
2020-01-23,11:45:00,1.3410,715.8920,61.7160,63.6320
2020-01-23,11:46:00,1.3570,717.1260,60.7390,63.0370
2020-01-23,11:47:00,1.4660,715.9480,59.4090,65.8910
2020-01-23,11:48:00,1.6010,714.5270,58.2370,69.0130
2020-01-23,11:49:00,1.7380,714.3960,57.8750,70.9710
2020-01-23,11:50:00,1.6850,714.3960,58.6960,71.4420
2020-01-23,11:51:00,1.5960,714.5270,59.9820,68.5420
2020-01-23,11:52:00,1.5060,714.5270,61.5300,65.5020
2020-01-23,11:53:00,1.4070,714.5270,62.1090,64.0450
2020-01-23,11:54:00,1.3150,714.4330,61.4940,63.3640
2020-01-23,11:55:00,1.3910,714.4890,60.3730,63.6350
2020-01-23,11:56:00,1.5130,714.5270,58.9690,67.1800
2020-01-23,11:57:00,1.6410,713.2550,57.9730,69.8600
2020-01-23,11:58:00,1.7300,713.2920,58.2120,71.4080
2020-01-23,11:59:00,1.6600,711.7780,59.1230,70.6660
2020-01-23,12:00:00,1.5680,713.0680,60.6540,67.3510
2020-01-23,12:01:00,1.4710,713.1990,61.9940,64.8850
2020-01-23,12:02:00,1.3770,714.3960,62.0040,63.7710
2020-01-23,12:03:00,1.3350,713.1610,61.1860,63.2950
2020-01-23,12:04:00,1.4310,714.4890,59.9530,64.6890
2020-01-23,12:05:00,1.5570,712.9740,58.7060,68.2250
2020-01-23,12:06:00,1.6960,712.0210,57.9290,70.4950
2020-01-23,12:07:00,1.7070,711.9650,58.5030,71.6300
2020-01-23,12:08:00,1.6250,711.9650,59.5620,69.6970
2020-01-23,12:09:00,1.5350,711.7030,61.1980,66.3760
2020-01-23,12:10:00,1.4380,711.9270,62.1750,64.4140
2020-01-23,12:11:00,1.3400,712.9740,61.8600,63.6620
2020-01-23,12:12:00,1.3610,711.9650,60.8170,63.1540
2020-01-23,12:13:00,1.4660,710.6930,59.4500,66.0440
2020-01-23,12:14:00,1.6030,711.7780,58.2760,69.1330
2020-01-23,12:15:00,1.7420,710.7300,58.0290,70.9980
2020-01-23,12:16:00,1.6810,709.9640,58.8810,71.2640
2020-01-23,12:17:00,1.5970,710.4130,60.0950,68.4390
2020-01-23,12:18:00,1.5050,710.2820,61.6040,65.4710
2020-01-23,12:19:00,1.4080,710.5620,62.1800,64.0740
2020-01-23,12:20:00,1.3120,710.4130,61.4960,63.4270
2020-01-23,12:21:00,1.3890,709.4960,60.4510,63.5790
2020-01-23,12:22:00,1.5060,710.5060,59.0330,67.0410
2020-01-23,12:23:00,1.6490,710.5060,58.0880,69.8820
2020-01-23,12:24:00,1.7250,708.0940,58.2030,71.4180
2020-01-23,12:25:00,1.6580,709.2340,59.1380,70.6590
2020-01-23,12:26:00,1.5570,709.2720,60.5610,67.2820
2020-01-23,12:27:00,1.4590,710.5620,61.9600,64.7970
2020-01-23,12:28:00,1.3690,709.3280,61.9750,63.7960
2020-01-23,12:29:00,1.3310,709.3280,61.1710,63.2440
2020-01-23,12:30:00,1.4260,708.0380,59.8550,64.6990
2020-01-23,12:31:00,1.5550,709.3280,58.6350,68.3200
2020-01-23,12:32:00,1.6880,708.0940,57.8750,70.5390
2020-01-23,12:33:00,1.6960,708.0380,58.4150,71.5400
2020-01-23,12:34:00,1.6120,708.0940,59.6500,69.5550
2020-01-23,12:35:00,1.5260,707.9440,61.1470,66.1230
2020-01-23,12:36:00,1.4310,708.0380,62.1430,64.3570
2020-01-23,12:37:00,1.3300,708.0000,61.7820,63.5660
2020-01-23,12:38:00,1.3540,708.0000,60.7560,63.1340
2020-01-23,12:39:00,1.4600,707.8690,59.3790,66.0540
2020-01-23,12:40:00,1.5990,708.0000,58.2710,69.1690
2020-01-23,12:41:00,1.7380,706.6350,58.0270,71.0540
2020-01-23,12:42:00,1.6710,707.8690,58.8330,71.2450
2020-01-23,12:43:00,1.5880,706.6350,60.0530,68.2690
2020-01-23,12:44:00,1.4890,705.2510,61.6470,65.3580
2020-01-23,12:45:00,1.3940,705.4380,62.1920,64.0600
2020-01-23,12:46:00,1.3040,706.8970,61.5060,63.4640
2020-01-23,12:47:00,1.3910,706.7660,60.3510,63.6860
2020-01-23,12:48:00,1.5090,706.6730,59.0280,67.4070
2020-01-23,12:49:00,1.6500,705.2140,58.1170,69.9210
2020-01-23,12:50:00,1.7280,704.0730,58.4350,71.4300
2020-01-23,12:51:00,1.6480,705.4380,59.3890,70.6540
2020-01-23,12:52:00,1.5650,705.2510,60.8490,67.1650
2020-01-23,12:53:00,1.4690,705.3070,62.1850,64.8970
2020-01-23,12:54:00,1.3760,706.6730,62.1670,63.9110
2020-01-23,12:55:00,1.3300,706.7100,61.4110,63.3560
2020-01-23,12:56:00,1.4210,706.2240,60.1000,64.5480
2020-01-23,12:57:00,1.5530,705.4010,58.9280,68.2910
2020-01-23,12:58:00,1.7000,704.2040,58.1560,70.5730
2020-01-23,12:59:00,1.7040,704.1670,58.6980,71.6870
2020-01-23,13:00:00,1.6310,704.3540,59.8360,69.7240
2020-01-23,13:01:00,1.5340,704.2040,61.3520,66.4450
2020-01-23,13:02:00,1.4420,704.3540,62.3700,64.5770
2020-01-23,13:03:00,1.3500,705.3070,62.1160,63.8840
2020-01-23,13:04:00,1.3590,720.4540,61.0810,63.3340
2020-01-23,13:05:00,1.4600,1021.5430,59.7680,65.5980
2020-01-23,13:06:00,1.5920,1239.0990,58.6420,69.0600
2020-01-23,13:07:00,1.7360,1237.5840,58.1950,71.0000
2020-01-23,13:08:00,1.6820,1236.5000,58.9790,71.4620
2020-01-23,13:09:00,1.6060,1237.5840,60.2120,68.8470
2020-01-23,13:10:00,1.5040,1235.0780,61.7230,65.7860
2020-01-23,13:11:00,1.4130,1236.3130,62.4040,64.3040
2020-01-23,13:12:00,1.3240,1234.9480,61.9180,63.6810
2020-01-23,13:13:00,1.3740,1235.1720,60.7640,63.5300
2020-01-23,13:14:00,1.4980,1235.1160,59.4260,66.8480
2020-01-23,13:15:00,1.6390,1235.2090,58.4030,69.8360
2020-01-23,13:16:00,1.7380,1233.8820,58.4300,71.5500
2020-01-23,13:17:00,1.6620,1234.0310,59.3450,71.0130
2020-01-23,13:18:00,1.5770,1233.8820,60.7640,67.7900
2020-01-23,13:19:00,1.4850,1235.3030,62.2240,65.2510
2020-01-23,13:20:00,1.3920,1233.7510,62.3970,64.1160
2020-01-23,13:21:00,1.3180,1233.6570,61.7080,63.5980
2020-01-23,13:22:00,1.3910,1234.2560,60.4240,64.1280
2020-01-23,13:23:00,1.5030,1232.5170,58.3470,67.6920
2020-01-23,13:24:00,1.6320,1232.1610,57.3630,70.1000
2020-01-23,13:25:00,1.6750,1232.5170,57.7560,71.3670
2020-01-23,13:26:00,1.5730,1231.2450,58.6180,69.9650
2020-01-23,13:27:00,1.4730,1232.6100,59.8950,66.3960
2020-01-23,13:28:00,1.3650,1232.5730,61.0150,64.0200
2020-01-23,13:29:00,1.2760,1232.6470,60.8000,62.9930
2020-01-23,13:30:00,1.3220,1233.9380,60.5560,62.5530
2020-01-23,13:31:00,1.4370,1233.3950,59.3380,65.9100
2020-01-23,13:32:00,1.5690,1231.3760,57.9880,69.1690
2020-01-23,13:33:00,1.7120,1231.2820,57.7070,71.0490
